haussmann,ascenseur,orientation_sud,WC_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,surface,coordonnee_x,coordonne_y,arrondissement,etage,nombre_etages,nombre_pieces,nombre_salles_de_bains,nombre_WC,nombre_chambres,date_refection,charges,nombre_fenetres,surface_balcon,date_construction,hauteur_plafond,taxe_fonciere,date_ravalement,honoraires,terrasse_surface,piscine_taille,classification_energie,prix
,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,56,,,,3,,3,,,2,,,,,,,,,,,,,525000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,1,,,,,,,1,,,,172,,,,2,,5,,,3,,,,,,,,,,,,,2148000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,1,1,,,,,,1,,,,172,,,8,2,,5,,2,3,,,,,,,,,,,,,2148000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,44,,,,2,,4,,,,,,,,,,,,,,,,1697000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,125,,,,2,,4,,,,,,,,,,,,,,,,1697000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,112,,,,5,,5,,,3,,,,,,,,,,,,,1680000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,98,,,,,,4,,,2,,,,,,,,,,,,,1250000
,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,65,,,,2,,3,,,2,,,,,,,,,,,,,885000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,83,,,,,,4,,,2,,,,,,,,,,,,,850000
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,1,,,,,,,,,,1,1,,,,,,,,,,3,,,,,,2,,,1,,,,,,,,,,,,,525000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,54,,,,,,2,,,,,,,,,,,,,,,,430000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,1,,,,,,1,,,,50,,,,7,,2,,,,,,,,,,,,,,,,300000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,20,,,,4,,2,,,,,,,,,,,,,,,,290000
,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,29,,,,3,,2,,,,,,,,,,,,,,,,242000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,12,,,,,,1,,,,,,,,,,,,,,,,99000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,20,,,,,,3,,,2,,,,,,,,,,,,,398000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,47,,,,,,2,,,,,,,,,,,,,,,,398000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,1,,,,42,,,,5,,3,,,2,,,,,,,,,,,,,345000
,1,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,21,,,,6,,1,,,,,,,,,,,,,,,,270000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,32,,,,,,1,,,,,,,,,,,,,,,,225000
,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,1,,,,,,,,,,,,,,,,137000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,17,,,,6,,2,,,2,,,,,,,,,,,,,130000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,1,9,,,,7,,1,,,,,,,,,,,,,,,,88000
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,8,,,,7,,1,,,,,,,,,,,,,,,,85000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,2,,,,,,,,,,,,,,,,80000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,6,,,,,,1,,,,,,,,,,,,,,,,65000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,22,,,,,,2,,,,,,,,,,,,,,,,359000
,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,22,,,,,,2,,,,,,,,,,,,,,,,349000
,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,37,,,,,,2,,,,,,,,,,,,,,,,345000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,22,,,,,,3,,,2,,,,,,,,,,,,,344000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,2,,,,,,,,,,,,,,,,318000
,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,1,,,,35,,,,5,,2,,,,,,,,,,,,,,,,315000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,1,28,,,,,,1,,,,,,,,,,,,,,,,294000
,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,12,,,,,,2,,,,,,,,,,,,,,,,288000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,27,,,,,,1,,,,,,,,,,,,,,,,275000
,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,27,,,15,,,2,,,,,,,,,,,,,,,,259000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,46,,,,1,,3,,,2,,,,,,,,,,,,,365000
,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,30,,,,,,1,,,,,,,,,,,,,,,,315000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,31,,,,,,4,,,3,,,,,,,,,,,,,890000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,39,,,,,,4,,,2,,,,,,,,,,,,,850000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,43,,,,2,,8,,,,,,,,,,,,,,,,2163000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,1,,,,,,,14,,,14,,,6,,,2,,,,,,,,,,,,,1500000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,1,35,,,,,,5,,2,4,,,,,,,,,,,,,1450000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,123,,,14,,,5,,,,,,,,,,,,,,,,1230000
,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,27,,,,,,3,,,2,,,,,,,,,,,,,850000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,96,,,14,,,4,,,,,,,,,,,,,,,,600000
,1,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,15,,,,,,4,,,3,,,,,,,,,,,,,553000
,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,1,1,,,,,,,,,1,,,,,,,1,,,,5,,,14,,,3,,,,,,,,,,,,,,,,495000
,,,,,1,,,,1,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,53,,,,,,2,,,,,,,,,,,,,,,,480000
,,,,,1,,,,1,,,,,,,,,,,,,,,1,,1,,,,,1,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,38,,,14,,,2,,,,,,,,,,,,,,,,440000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,14,,,,,,2,,,,,,,,,,,,,,,,422000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,14,,,,,,3,,,2,,,,,,,,,,,,,400000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,1,,,1,,,1,,,1,22,,,,,,1,,,,,,,,,,,,,,,,235000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,63,,,,,,2,,,,,,,,,,,,,,,,88000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,122,,,,2,,5,1,1,4,,,,,,,,,,,,,1230000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,965000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,118,,,,,,11,,,,,,,,,,,,,,,,965000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,1,,,,25,,,,,,4,1,,2,,,,,,,,,,,,,720000
,1,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,20,,,,,,4,,,3,,,,,,,,,,,,,553000
,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,1,,,,1,,,,17,,,,,,2,,,,,,2,,,,,,,,,,500000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,1,,1,,,1,,,,,,,,75,,,,,,4,,,3,,,,,,,,,,,,,858000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,69,,,,,,3,,,,,,,,,,,,,,,,564000
,1,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,3,,,2,,,,,,,,,,,,,564000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,68,,,,,,3,,,2,,,,,,,,,,,,,558000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,51,,,,,,2,,,,,,,,,,,,,,,,420000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,55,,,,,,3,,,2,,,,,,,,,,,,,409000
,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,1,,,,,,,,,,50,,,,,,2,,,,,,,,,,,,,,,,399000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,53,,,,1,,3,,,2,,,,,,,,,,,,,399000
,1,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,47,,,,1,,3,,,2,,,,,,,,,,,,,378000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,19,,,,,,2,,,,,,,,,,,,,,,,358000
,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,9,,,,,,2,,,,,,,,,,,,,,,,290000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,,,1,,,1,38,,,,,,1,,,,,,,,,,,,,,,,245000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,29,,,,3,,2,,,,,,,,,,,,,,,,240000
,,,,,1,,,,1,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,1,24,,,,3,,1,,,,,,,,,,,,,,,,184000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,9,,,,,,1,,,,,,,,,,,,,,,,130000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,1,9,,,,,,1,,,,,,,,,,,,,,,,78000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,31,,,,,,2,,,,,,,,,,,,,,,,277000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,2,,,,,,,,,,,,,,,,216000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,200000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,13,,,,,,1,,,,,,,,,,,,,,,,126000
,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,95,,,,,,4,,2,3,,,,,,,,,,,,,930000
,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,95,,,,,,4,,2,3,,,,,,,,,,,,,930000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,1,,,,,,,,,,109,,,,7,,5,,,4,,,,,,,,,,,,,680000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,22,,,,,,3,,,2,,,,,,,,,,,,,495000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,45,,,,4,,2,,,,,,,,,,,,,,,,409000
,1,,,,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,43,,,,4,,2,,,,,,,,,,,,,,,,380000
,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,90,,,,,,4,,,3,,,,,,,,,,,,,735000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,1,,1,,,,1,1,,,99,,,,,,4,,,3,,,,,,,,,,,,,725000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,1,,,19,,,,2,,2,,,,,,,,,,,,,,,,397000
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,34,,,,,,2,,,,,,,,,,,,,,,,289000
,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,35,,,,,,1,,,,,,,,,,,,,,,,285000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,,,,,,1,,,,,,,,,,,,,,,,256000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,1,,,,32,,,,1,,2,,,,,,,,,,,,,,,,240000
,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,19,,,,,,1,,,,,,,,,,,,,,,,175000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,48,,,,,,2,,,,,,,,,,,,,,,,429000
1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,21,,,,,,2,,,,,,,,,,,,,,,,305000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,269000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,,1,,,,,,,,,,,,,,,,75000
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,73000
,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,8,,,,6,,1,,2,,,,,,,,,,,,,,72000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9,,,,,,,,,,,,,,,,,,,34000
,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,,1,,,,,,,,,1,,,,,,,1,,,,48,,,,,,5,,,,,,,,,,,,,,,,1100000
,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,110,,,,,,5,,,,,,,,,,,,,,,,1220000
,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,82,,,,,,3,,,2,,,,,,,,,,,,,908000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,50,,,8,,,2,,,,,,,,,,,,,,,,700000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,58,,,,6,,3,,,2,,,,,,,,,,,,,569000
,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,2,,,1,,,,,,,,,,,,,540000
,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,35,,,,,,1,,,1,,,,,,,,,,,,,429000
,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,1,,,,,,,,,1,,,1,33,,,,,,1,,,,,,,,,,,,,,,,370000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,2,,,,,,,,,,,,,,,,330000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,315000
,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,1,,,,128,,,,,,5,,,3,,,,,,,,,,,,,1970000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,1,,,,,,1,,,,64,,,,3,,3,,,,,,,,,,,,,,,,620000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,64,,,,3,,3,,,2,,,,,,,,,,,,,620000
,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,42,,,,4,,3,,,2,,,,,,,,,,,,,499000
,,,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,36,,,,,,1,,,,,,,,,,,,,,,,399000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,36,,,,6,,2,,,,,,,,,,,,,,,,398000
,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,24,,,,3,,1,,,,,,,,,,,,,,,,325000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,24,,,,4,,1,,,,,,,,,,,,,,,,295000
,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,,,1,17,,,,,,2,,,,,,,,,,,,,,,,265000
,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,12,,,,,,1,,,,,,,,,,,,,,,,180000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,33,,,,,,2,,,,,,,,,,,,,,,,306000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,27,,,,,,2,,,,,,,,,,,,,,,,266000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,30,,,,4,,1,,,,,,,,,,,,,,,,250000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,30,,,,4,,2,,,,,,,,,,,,,,,,250000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,1,19,,,,,,1,,,,,,,,,,,,,,,,170000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,1,18,,,,,,1,,,,,,,,,,,,,,,,157000
,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,14,,,,,,1,,,,,,,,,,,,,,,,115000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,10,,,,,,1,,,,,,,,,,,,,,,,90000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,39,,,,,,7,,,4,,,,,,,,,,,,,1340000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,135,,,,6,,6,2,2,4,,,,,,,,,,,,,1245000
,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,1,1,,,,,,,1,,,,23,,,,,,5,,,,,,,,,,,,,,,,1198000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,118,,,,,,,,,,,,,,,,,,,,,,1150000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,118,,,,,,5,,,,,,,,,,,,,,,,1150000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,118,,,,,,4,,,,,,,,,,,,,,,,1150000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,,40,,,,5,,5,3,,3,,,,,,,,,,,,,1095000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,29000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,29000
,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,11,,,,,,2,,,,,,,,,,,,,,,,239000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,,,,,,2,,,2,,,,,,,,,,,,,220000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,12,,,,,,1,,,,,,,,,,,,,,,,124000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,9,,,,,,1,,,,,,,,,,,,,,,,94000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,50000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,22000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,21000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,17,,,,,,3,,,2,,,,,,,,,,,,,432000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,1,,,,1,,,,52,,,14,,,3,,,2,,,,,,,,,,,,,420000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,,40,,,,,,3,,,,,,,,,,,,,,,,346000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,40,,,,,,,,,,,,,,,,,,,,,,342000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,31,,,14,,,2,,,,,,,,,,,,,,,,264000
